Cliente_ID;Tempo_permanencia_horas;Gasto_reais
58750;3.04;1273.39
58751;3.04;255.65
58752;10.82;633.06
58753;1.53;592.56
58754;9.18;1220.45
58755;11.15;448.99
58756;6.73;1116.72
58757;6.33;451.23
58758;4.1;1098.08
58759;11.22;1276.57
58760;2.14;985.02
58761;9.22;1014.16
58762;7.52;255.27
58763;7.25;1364.61
58764;3.09;843.47
58765;2.95;964.0
58766;1.47;688.55
58767;5.01;1057.21
58768;6.35;1301.22
58769;0.47;1190.12
58770;5.23;258.01
58771;2.75;699.91
58772;8.4;355.68
58773;7.05;505.65
58774;6.08;1465.59
58775;7.19;637.19
58776;10.95;938.39
58777;0.59;254.4
58778;10.52;463.96
58779;3.36;742.33
58780;9.12;1217.26
58781;4.43;1248.43
58782;1.29;1135.47
58783;8.31;603.67
58784;9.41;866.91
58785;11.71;443.43
58786;1.17;518.02
58787;4.6;1157.61
58788;10.01;706.66
58789;0.11;1026.66
58790;6.97;772.64
58791;6.54;674.49
58792;7.74;562.62
58793;0.04;666.33
58794;10.55;555.26
58795;9.94;1083.08
58796;2.25;939.21
58797;3.23;346.2
58798;1.22;1000.05
58799;5.88;319.9
58800;6.81;172.02
58801;0.3;802.49
58802;7.73;570.46
58803;6.89;1254.56
58804;10.36;1315.84
58805;6.28;712.41
58806;10.07;791.88
58807;6.73;1002.32
58808;5.36;508.94
58809;5.93;359.69
58810;10.05;1307.91
58811;2.34;1396.2
58812;11.12;773.85
58813;2.14;391.41
58814;0.58;923.22
58815;7.47;922.67
58816;7.07;291.72
58817;11.26;573.17
58818;11.63;1265.74
58819;0.54;906.79
58820;1.35;699.86
58821;5.97;519.03
58822;10.33;682.64
58823;9.33;836.39
58824;2.16;1203.21
58825;1.91;986.84
58826;1.76;1096.02
58827;0.42;1064.2
58828;1.99;1432.98
58829;9.43;394.99
58830;0.68;736.56
58831;2.86;653.32
58832;9.88;208.21
58833;5.88;1232.1
58834;7.83;852.88
58835;6.36;1272.51
58836;10.8;1297.79
58837;5.22;1192.29
58838;7.8;1047.92
58839;8.09;798.04
58840;0.86;845.54
58841;0.23;172.17
58842;7.96;415.84
58843;3.71;742.48
58844;2.74;687.14
58845;8.78;798.83
58846;10.05;320.05
58847;5.18;731.41
58848;8.87;818.49
58849;6.4;616.76
58850;7.45;1371.9
58851;10.51;1332.03
58852;3.3;455.93
58853;9.81;616.75
58854;3.65;969.35
58855;5.16;1244.15
58856;10.09;1376.59
58857;8.26;1386.28
58858;6.91;365.77
58859;5.02;1080.68
58860;0.83;1159.36
58861;5.76;1447.2
58862;0.47;1173.4
58863;5.84;584.75
58864;9.87;1015.91
58865;4.11;821.57
58866;10.92;1040.41
58867;3.44;783.9
58868;10.13;566.96
58869;5.35;579.79
58870;5.48;804.89
58871;11.4;1063.79
58872;7.06;1212.78
58873;5.05;972.92
58874;8.57;794.57
58875;8.1;251.6
58876;9.65;1321.23
58877;0.14;1256.35
58878;10.71;1403.95
58879;7.01;547.75
58880;6.24;372.8
58881;8.01;625.78
58882;10.71;1188.71
58883;10.57;1121.19
58884;0.97;1122.03
58885;0.18;918.68
58886;1.43;1356.85
58887;0.11;745.43
58888;7.08;705.78
58889;1.53;1407.71
58890;2.28;803.27
58891;11.04;824.85
58892;6.07;1394.74
58893;3.84;654.74
58894;7.68;1462.83
58895;11.08;1026.34
58896;11.88;336.62
58897;8.06;1008.51
58898;5.49;676.99
58899;6.13;1317.28
58900;1.83;858.05
58901;11.71;326.19
58902;11.22;886.76
58903;3.05;161.34
58904;9.36;1480.24
58905;2.33;280.33
58906;5.57;1081.05
58907;8.49;391.41
58908;10.25;669.61
58909;9.36;1036.79
58910;6.23;1248.47
58911;10.18;1210.69
58912;1.04;1258.14
58913;5.01;1388.49
58914;0.98;1298.58
58915;7.19;327.96
58916;3.93;726.83
58917;4.49;735.78
58918;2.75;194.44
58919;0.2;721.85
58920;2.2;331.73
58921;0.11;1317.92
58922;8.12;310.08
58923;1.64;1261.75
58924;11.27;634.92
58925;6.06;682.67
58926;3.4;294.4
58927;6.65;1449.82
58928;9.28;1060.16
58929;2.02;618.38
58930;6.84;699.19
58931;11.67;1316.84
58932;11.24;375.08
58933;5.03;1046.88
58934;2.48;305.45
58935;4.97;248.72
58936;7.73;881.53
58937;1.68;1189.42
58938;9.09;853.96
58939;2.55;620.62
58940;0.9;1387.56
58941;5.46;945.33
58942;1.37;659.94
58943;9.46;475.49
58944;8.12;952.86
58945;0.37;1475.58
58946;0.9;718.01
58947;1.45;936.27
58948;3.01;759.87
58949;0.64;253.35
58950;6.02;266.77
58951;4.77;1023.14
58952;9.71;533.14
58953;2.55;1096.05
58954;5.73;1221.31
58955;4.92;666.4
58956;2.62;818.45
58957;6.58;1273.56
58958;6.9;1244.09
58959;5.37;426.94
58960;10.0;887.98
58961;5.12;374.97
58962;8.85;1437.44
58963;5.04;1057.67
58964;7.25;1407.83
58965;6.95;754.11
58966;9.21;1418.89
58967;6.88;795.47
58968;2.04;657.66
58969;10.61;1237.81
58970;0.73;419.38
58971;10.48;1113.91
58972;0.13;1343.9
58973;9.53;754.98
58974;6.53;388.45
58975;5.26;859.99
58976;5.46;454.09
58977;1.07;209.46
58978;10.79;1056.22
58979;6.16;233.33
58980;6.12;679.78
58981;4.08;704.67
58982;3.45;633.98
58983;10.91;499.25
58984;4.87;383.03
58985;3.03;473.52
58986;1.55;1373.88
58987;2.11;877.05
58988;5.4;173.02
58989;9.48;265.71
58990;9.46;1227.94
58991;10.33;1002.31
58992;1.42;952.33
58993;8.45;1140.13
58994;9.87;1199.5
58995;4.73;670.2
58996;4.98;621.79
58997;2.87;1090.81
58998;1.38;739.69
58999;10.62;200.14
59000;9.68;784.36
59001;9.01;1492.0
59002;7.45;925.28
59003;5.48;975.48
59004;9.58;187.29
59005;1.94;275.65
59006;9.25;173.04
59007;3.44;1036.11
59008;6.59;1193.2
59009;0.76;1342.0
59010;10.89;161.16
59011;0.04;353.32
59012;4.92;1420.59
59013;6.93;1466.9
59014;5.92;1091.8
59015;6.45;530.48
59016;11.62;1493.64
59017;2.05;1198.33
59018;8.41;976.5
59019;6.29;893.04
59020;8.21;674.57
59021;7.66;1089.79
59022;0.07;1224.01
59023;8.92;1023.68
59024;10.0;647.63
59025;9.12;750.69
59026;0.35;812.61
59027;8.58;240.59
59028;4.06;399.54
59029;6.34;263.7
59030;1.45;748.79
59031;5.47;1294.94
59032;10.8;1400.99
59033;0.17;232.46
59034;11.28;438.49
59035;10.92;369.31
59036;11.79;1184.4
59037;2.77;1180.89
59038;11.04;1163.53
59039;11.15;280.94
59040;1.3;1173.57
59041;3.5;926.97
59042;6.1;1244.48
59043;1.67;1441.13
59044;4.88;993.29
59045;1.15;625.98
59046;0.44;508.9
59047;6.7;1172.8
59048;3.64;548.67
59049;5.83;234.41
59050;11.55;761.22
59051;5.16;602.07
59052;6.98;1057.1
59053;4.01;761.35
59054;3.12;1245.84
59055;3.78;172.31
59056;9.02;207.22
59057;9.2;982.48
59058;5.73;704.53
59059;2.8;615.58
59060;6.93;1351.97
59061;8.84;713.03
59062;2.46;947.01
59063;5.05;1146.66
59064;8.92;629.51
59065;5.34;416.61
59066;1.61;1396.75
59067;4.13;806.79
59068;6.81;791.07
59069;0.69;1370.36
59070;4.55;486.18
59071;4.88;284.06
59072;9.77;361.64
59073;5.28;495.75
59074;1.13;1074.27
59075;5.35;931.7
59076;4.41;308.92
59077;9.02;245.29
59078;1.55;515.19
59079;5.42;556.15
59080;1.84;1408.11
59081;7.73;201.34
59082;3.46;474.31
59083;7.05;289.0
59084;6.29;359.64
59085;2.76;172.8
59086;5.19;1352.92
59087;1.57;839.87
59088;6.59;334.74
59089;2.68;1487.2
59090;5.03;823.07
59091;10.99;724.76
59092;2.39;347.26
59093;7.37;653.31
59094;8.34;1310.93
59095;1.69;1127.58
59096;11.52;656.54
59097;7.05;644.96
59098;10.97;734.91
59099;8.21;1262.06
59100;1.33;981.68
59101;2.64;1404.64
59102;1.64;1172.1
59103;5.24;1410.75
59104;5.6;911.73
59105;0.61;1031.26
59106;5.13;994.51
59107;8.62;1016.07
59108;3.77;1008.3
59109;11.01;635.94
59110;3.41;746.38
59111;11.17;552.94
59112;7.9;417.27
59113;11.52;1382.2
59114;6.8;1071.75
59115;7.09;1110.28
59116;1.55;343.73
59117;0.17;1306.84
59118;9.98;1030.08
59119;5.27;594.93
59120;8.46;594.19
59121;4.91;1031.86
59122;0.35;1184.59
59123;0.74;1021.0
59124;7.31;584.25
59125;1.72;1418.74
59126;11.83;909.78
59127;1.81;349.27
59128;8.48;581.52
59129;5.83;469.03
59130;3.13;900.3
59131;10.14;285.78
59132;5.95;999.18
59133;5.38;970.99
59134;3.85;186.62
59135;8.34;1407.81
59136;0.23;916.87
59137;10.38;677.93
59138;8.68;803.18
59139;5.69;837.66
59140;7.22;1486.28
59141;3.67;1160.73
59142;8.97;421.71
59143;2.83;419.58
59144;10.64;1417.55
59145;9.22;596.02
59146;7.65;903.7
59147;3.18;1190.47
59148;11.09;599.31
59149;1.71;939.03
59150;7.4;1267.67
59151;10.29;1151.02
59152;7.76;836.8
59153;8.63;1355.51
59154;2.57;393.91
59155;9.22;814.94
59156;5.98;1423.01
59157;8.32;1152.95
59158;1.71;1404.88
59159;10.76;1232.48
59160;9.34;1358.67
59161;9.43;617.87
59162;7.61;667.27
59163;9.31;526.7
59164;6.99;1354.91
59165;7.68;1393.25
59166;3.04;994.08
59167;3.17;1334.52
59168;9.51;560.39
59169;5.68;654.68
59170;2.81;1293.88
59171;2.92;1373.19
59172;10.98;517.92
59173;7.33;569.63
59174;7.65;463.08
59175;5.34;876.72
59176;3.37;514.25
59177;0.48;168.39
59178;11.24;1364.16
59179;5.11;838.06
59180;6.11;230.71
59181;3.13;959.97
59182;1.74;1345.91
59183;7.1;1065.43
59184;8.6;428.34
59185;8.21;433.71
59186;11.46;1007.4
59187;11.24;687.15
59188;11.43;323.78
59189;0.07;266.09
59190;6.4;1041.67
59191;4.01;1034.71
59192;6.78;1035.49
59193;4.9;1239.18
59194;7.54;1318.95
59195;9.63;395.84
59196;2.37;385.79
59197;9.25;371.24
59198;2.84;171.03
59199;4.09;305.88
59200;6.88;670.4
59201;9.66;1239.63
59202;1.72;1174.21
59203;4.66;1140.37
59204;8.09;208.0
59205;3.46;1174.42
59206;5.14;1379.01
59207;8.68;671.86
59208;4.26;1326.98
59209;1.3;799.46
59210;5.84;1282.17
59211;7.87;610.46
59212;0.51;767.62
59213;5.95;754.07
59214;3.7;1223.18
59215;1.89;563.54
59216;6.49;1297.56
59217;11.75;1315.53
59218;10.13;758.56
59219;3.92;974.15
59220;7.95;280.28
59221;5.34;990.48
59222;0.64;1378.79
59223;6.37;1129.44
59224;3.89;202.55
59225;0.04;319.44
59226;8.2;647.49
59227;1.04;990.51
59228;6.69;447.33
59229;5.46;607.07
59230;0.14;1064.21
59231;4.21;489.05
59232;3.22;1403.71
59233;6.11;172.03
59234;1.11;1382.14
59235;2.8;742.2
59236;11.81;411.16
59237;6.8;487.34
59238;0.74;1430.32
59239;9.75;457.5
59240;0.99;884.49
59241;2.23;1449.55
59242;1.62;1391.11
59243;5.9;890.88
59244;2.87;692.63
59245;3.98;575.52
59246;0.08;1450.1
59247;1.66;1353.69
59248;6.31;838.86
59249;9.04;1202.41
59250;6.97;1480.93
59251;9.64;1471.28
59252;11.74;487.78
59253;8.52;389.45
59254;3.01;724.95
59255;0.19;1028.12
59256;10.72;1336.23
59257;2.23;379.27
59258;7.19;757.12
59259;6.91;196.17
59260;0.24;469.23
59261;3.76;601.83
59262;2.63;377.81
59263;11.87;983.48
59264;5.81;747.08
59265;1.78;839.98
59266;11.38;1117.82
59267;0.63;194.01
59268;3.31;313.24
59269;2.77;504.76
59270;8.53;177.58
59271;3.75;604.29
59272;3.57;306.49
59273;3.95;679.12
59274;6.42;1261.64
59275;6.79;1344.21
59276;3.77;483.11
59277;4.82;1011.66
59278;5.51;1366.43
59279;1.1;501.94
59280;3.37;1203.36
59281;2.86;1220.79
59282;5.19;1251.57
59283;7.22;1460.79
59284;5.51;705.96
59285;5.13;521.52
59286;10.66;693.45
59287;9.17;1396.45
59288;4.66;430.11
59289;6.28;734.13
59290;7.76;1343.86
59291;9.28;1395.68
59292;3.92;1470.0
59293;7.76;1273.01
59294;10.69;1120.93
59295;11.77;898.06
59296;8.35;638.79
59297;0.05;1406.99
59298;10.58;1375.12
59299;4.96;429.7
59300;5.96;557.4
59301;5.86;945.72
59302;8.67;776.14
59303;4.54;769.0
59304;9.16;293.96
59305;2.56;1387.83
59306;2.56;609.66
59307;2.95;1404.99
59308;5.7;921.74
59309;7.29;214.48
59310;9.89;1377.82
59311;2.07;674.75
59312;6.64;386.05
59313;3.22;853.2
59314;5.55;786.79
59315;2.45;166.97
59316;10.43;730.85
59317;10.38;314.54
59318;1.22;1017.5
59319;6.49;239.26
59320;5.53;380.28
59321;10.04;1233.29
59322;4.25;1076.01
59323;2.13;908.61
59324;8.2;368.55
59325;9.21;340.97
59326;6.87;818.38
59327;11.09;1029.55
59328;6.0;208.38
59329;3.84;254.54
59330;6.01;486.24
59331;11.15;967.36
59332;3.91;1401.45
59333;5.09;1202.49
59334;10.27;740.07
59335;0.96;226.18
59336;8.78;695.29
59337;7.64;795.78
59338;6.23;455.18
59339;9.3;552.48
59340;8.2;1312.47
59341;3.02;875.06
59342;6.35;413.93
59343;3.2;1382.12
59344;10.68;725.37
59345;8.11;1483.06
59346;10.58;743.25
59347;10.46;517.43
59348;4.81;1265.73
59349;10.04;1488.13
59350;7.35;1179.61
59351;4.57;1213.24
59352;6.82;1193.15
59353;4.64;1281.65
59354;10.84;1249.29
59355;3.2;176.06
59356;9.77;178.04
59357;9.76;1260.81
59358;9.52;1311.42
59359;2.53;814.28
59360;7.22;820.86
59361;8.02;298.06
59362;2.57;1459.0
59363;7.51;1412.37
59364;11.15;1350.28
59365;9.33;346.97
59366;4.84;1338.44
59367;6.68;613.21
59368;7.35;168.38
59369;1.63;486.94
59370;9.57;1216.7
59371;2.99;636.72
59372;7.71;788.43
59373;6.37;1225.56
59374;11.12;1100.76
59375;4.04;807.13
59376;2.53;898.74
59377;7.52;1401.25
59378;3.72;1469.37
59379;1.85;180.31
59380;9.58;1256.47
59381;6.09;899.48
59382;2.8;1140.18
59383;4.64;247.84
59384;6.69;1275.03
59385;2.12;399.09
59386;6.33;917.05
59387;2.33;1177.64
59388;0.66;182.11
59389;11.78;930.08
59390;8.34;191.69
59391;8.99;401.52
59392;2.35;494.42
59393;3.11;1424.38
59394;11.54;591.5
59395;7.39;1424.26
59396;11.31;803.59
59397;5.4;245.26
59398;3.37;1156.59
59399;8.16;1335.93
59400;2.2;1399.67
59401;5.73;413.79
59402;2.99;795.68
59403;10.0;758.72
59404;3.97;613.51
59405;4.98;1437.89
59406;9.3;1126.74
59407;2.13;907.34
59408;2.25;644.19
59409;7.19;209.46
59410;6.82;447.91
59411;9.25;1252.66
59412;6.73;596.16
59413;10.2;692.15
59414;9.35;1256.17
59415;3.68;511.15
59416;7.0;246.0
59417;6.08;1388.22
59418;5.81;1077.94
59419;1.57;482.46
59420;10.12;1469.38
59421;8.43;1083.51
59422;10.41;1195.3
59423;2.12;412.64
59424;3.96;1134.15
59425;6.15;1033.9
59426;8.11;321.36
59427;10.77;1407.96
59428;10.83;1220.57
59429;5.23;1193.48
59430;1.71;283.2
59431;11.32;820.75
59432;8.65;1162.05
59433;8.61;752.49
59434;0.35;1253.82
59435;2.83;1326.66
59436;9.36;622.38
59437;5.78;905.54
59438;1.37;1439.67
59439;7.21;196.7
59440;9.5;522.18
59441;4.73;851.97
59442;11.8;972.01
59443;0.21;413.8
59444;9.21;688.02
59445;8.79;1477.78
59446;10.17;559.46
59447;11.69;709.37
59448;0.06;934.13
59449;1.31;450.27
59450;1.09;1366.65
59451;1.98;393.78
59452;11.23;949.31
59453;9.04;1499.37
59454;1.46;1141.59
59455;11.87;586.22
59456;8.3;767.3
59457;3.12;1362.98
59458;1.15;751.34
59459;5.9;1388.68
59460;9.43;1259.3
59461;4.19;433.4
59462;6.82;857.33
59463;6.95;601.55
59464;1.19;543.46
59465;9.38;1104.39
59466;8.86;1229.61
59467;9.08;817.54
59468;8.53;768.61
59469;2.22;1029.3
59470;9.02;1062.74
59471;1.51;1283.65
59472;5.15;1254.18
59473;9.68;1140.72
59474;3.96;167.74
59475;9.34;792.07
59476;10.54;556.04
59477;3.67;1279.13
59478;3.13;1466.28
59479;8.11;424.56
59480;3.7;1016.57
59481;3.56;575.84
59482;0.69;1432.11
59483;4.27;556.82
59484;9.76;1395.44
59485;11.92;580.2
59486;0.35;1060.54
59487;6.47;444.53
59488;9.59;1387.34
59489;1.64;945.71
59490;1.24;671.64
59491;5.03;1093.17
59492;6.09;171.38
59493;0.95;1472.47
59494;6.65;1396.08
59495;3.44;411.45
59496;9.9;1023.08
59497;3.88;1000.83
59498;9.43;200.72
59499;5.56;690.07
59500;1.99;381.88
59501;7.38;348.84
59502;11.5;1478.14
59503;2.48;717.2
59504;9.64;631.87
59505;9.0;492.15
59506;5.06;1464.33
59507;6.19;676.17
59508;1.76;1248.37
59509;4.54;1074.75
59510;3.83;1490.07
59511;9.13;1338.99
59512;3.27;1073.56
59513;3.41;1347.95
59514;5.03;751.12
59515;9.3;173.53
59516;5.46;908.76
59517;7.7;1076.78
59518;8.78;939.67
59519;7.3;1434.05
59520;3.49;734.03
59521;5.77;1077.98
59522;6.08;1400.78
59523;2.3;818.94
59524;8.47;404.12
59525;1.38;774.07
59526;10.31;897.36
59527;7.92;898.79
59528;10.34;931.34
59529;3.44;854.45
59530;10.04;589.53
59531;10.3;1343.74
59532;9.58;1042.54
59533;9.21;1406.51
59534;0.07;1169.18
59535;1.19;1094.46
59536;2.05;1441.48
59537;4.16;1200.96
59538;2.47;397.1
59539;9.31;1450.79
59540;8.32;643.42
59541;5.99;727.6
59542;7.19;553.84
59543;10.58;955.15
59544;4.45;476.79
59545;1.48;953.0
59546;8.74;841.24
59547;3.93;1175.25
59548;10.23;1209.78
59549;7.02;350.81
59550;3.05;535.47
59551;4.46;861.69
59552;4.71;1054.4
59553;1.54;618.63
59554;1.38;1209.72
59555;5.0;292.66
59556;10.13;660.41
59557;1.78;849.76
59558;6.18;1205.92
59559;8.21;1128.92
59560;6.12;1058.25
59561;5.02;1106.83
59562;3.38;754.31
59563;6.93;1312.71
59564;6.56;720.88
59565;3.4;1221.06
59566;11.52;235.03
59567;11.25;1271.04
59568;1.03;672.6
59569;0.27;1120.74
59570;7.16;937.96
59571;1.7;981.96
59572;3.21;345.67
59573;4.86;602.62
59574;3.5;1207.83
59575;2.1;1254.81
59576;0.61;467.13
59577;4.33;1185.26
59578;1.62;477.8
59579;5.95;1023.75
59580;3.63;417.09
59581;0.38;475.73
59582;10.02;990.0
59583;11.27;1103.17
59584;8.53;1364.41
59585;4.07;490.91
59586;6.57;732.61
59587;1.9;1323.35
59588;0.13;590.93
59589;9.74;572.02
59590;5.83;1023.67
59591;11.19;1459.87
59592;5.97;1134.5
59593;5.34;1234.35
59594;5.21;1338.42
59595;10.08;601.11
59596;1.47;1092.48
59597;6.45;223.86
59598;8.04;879.7
59599;4.46;620.27
59600;7.27;306.8
59601;6.67;1385.91
59602;1.98;1281.43
59603;2.02;241.11
59604;8.69;874.06
59605;6.58;173.78
59606;8.15;1317.58
59607;0.53;1271.64
59608;6.58;561.74
59609;2.37;1277.04
59610;8.27;390.63
59611;11.38;436.59
59612;9.58;419.84
59613;1.45;1214.0
59614;5.61;723.35
59615;10.58;1380.37
59616;0.78;1453.14
59617;5.8;972.92
59618;4.18;428.98
59619;9.22;719.1
59620;0.57;206.19
59621;6.83;850.93
59622;2.59;796.11
59623;8.87;412.45
59624;8.33;728.62
59625;6.17;513.99
59626;9.98;1437.42
59627;0.74;1396.16
59628;11.66;553.0
59629;6.19;622.36
59630;7.27;1037.37
59631;10.61;552.81
59632;0.83;1204.08
59633;3.76;858.22
59634;7.77;250.43
59635;5.13;164.78
59636;11.88;1377.73
59637;4.66;1035.21
59638;4.01;486.41
59639;0.54;525.06
59640;10.55;633.07
59641;1.85;334.62
59642;3.45;341.48
59643;1.08;1284.72
59644;9.72;775.08
59645;7.1;670.19
59646;6.11;1084.4
59647;8.28;466.05
59648;11.82;1423.49
59649;4.29;805.46
59650;2.11;1307.76
59651;9.13;568.42
59652;5.55;791.97
59653;9.97;1322.65
59654;5.17;1083.55
59655;6.57;339.77
59656;6.78;998.91
59657;0.96;1318.49
59658;6.87;823.06
59659;5.28;373.37
59660;3.93;816.15
59661;4.8;1391.09
59662;5.24;1240.19
59663;10.0;1011.18
59664;0.32;589.29
59665;9.32;384.2
59666;2.99;927.95
59667;11.3;833.32
59668;0.26;900.68
59669;10.99;878.02
59670;9.01;1420.78
59671;7.59;594.44
59672;1.06;1279.99
59673;7.53;1110.99
59674;6.44;1413.25
59675;4.31;452.32
59676;8.81;548.32
59677;8.93;535.64
59678;11.68;847.14
59679;7.37;680.5
59680;10.04;310.65
59681;11.74;870.79
59682;9.38;1167.31
59683;6.07;1157.22
59684;8.89;536.61
59685;8.85;574.12
59686;5.99;1419.71
59687;1.55;442.78
59688;8.23;1390.6
59689;10.81;221.72
59690;8.2;1044.68
59691;0.07;1267.92
59692;5.35;1271.43
59693;10.24;663.8
59694;8.89;1256.35
59695;5.9;734.03
59696;7.02;331.78
59697;5.6;380.5
59698;0.36;244.81
59699;5.95;592.09
59700;6.11;250.3
59701;10.99;1210.22
59702;3.93;1310.26
59703;0.8;833.63
59704;3.38;432.78
59705;6.26;1494.11
59706;2.11;624.53
59707;5.84;1490.63
59708;8.89;855.49
59709;5.76;1100.38
59710;1.76;1398.19
59711;11.62;1196.58
59712;9.57;1316.35
59713;2.91;962.73
59714;8.81;686.07
59715;1.44;909.98
59716;0.99;1010.45
59717;4.23;1454.3
59718;5.9;1455.51
59719;5.82;1458.49
59720;3.55;1047.54
59721;8.2;866.39
59722;3.82;1287.06
59723;7.49;536.78
59724;7.18;605.15
59725;1.92;652.65
59726;2.22;1188.66
59727;7.56;261.02
59728;8.4;1414.16
59729;5.94;733.17
59730;6.2;629.14
59731;6.27;1330.78
59732;6.82;289.12
59733;5.74;562.1
59734;2.79;1396.22
59735;4.77;629.63
59736;2.48;1115.34
59737;6.7;484.84
59738;5.79;1358.88
59739;4.09;1070.36
59740;10.11;1461.37
59741;2.02;660.72
59742;1.26;1281.63
59743;3.82;742.38
59744;6.55;998.39
59745;8.65;1278.02
59746;5.85;762.8
59747;2.3;819.59
59748;0.69;850.88
59749;1.17;196.5
59750;11.52;304.51
59751;6.35;287.35
59752;2.94;1171.03
59753;2.64;404.53
59754;11.91;1084.97
59755;4.85;875.41
59756;8.98;851.89
59757;6.29;312.65
59758;0.41;578.56
59759;3.87;282.2
59760;2.96;1191.48
59761;6.42;1479.29
59762;2.27;449.67
59763;0.95;282.07
59764;3.11;691.9
59765;4.33;1329.17
59766;5.51;1244.22
59767;10.45;1082.58
59768;11.65;780.01
59769;8.53;1185.2
59770;1.21;1368.9
59771;7.9;955.25
59772;3.6;1453.44
59773;5.52;1463.34
59774;6.12;915.8
59775;7.97;719.33
59776;6.58;640.73
59777;1.89;1017.36
59778;7.51;1021.92
59779;3.58;392.79
59780;10.14;1009.47
59781;9.46;1477.27
59782;9.41;742.37
59783;11.82;1429.72
59784;10.02;1240.24
59785;1.67;1080.24
59786;9.62;745.81
59787;1.07;1410.37
59788;8.21;289.98
59789;8.61;948.52
59790;2.5;1003.5
59791;11.38;1014.64
59792;5.48;200.99
59793;11.92;799.3
59794;5.98;1226.63
59795;5.83;1318.18
59796;2.48;655.8
59797;11.39;186.74
59798;4.92;746.83
59799;9.89;1471.4
59800;10.44;706.34
59801;9.95;636.84
59802;2.28;1008.32
59803;0.08;493.72
59804;8.84;350.29
59805;1.3;1008.35
59806;4.04;1435.11
59807;3.91;1190.21
59808;3.28;1152.11
59809;5.78;1312.18
59810;7.5;256.77
59811;0.87;712.0
59812;2.22;1104.86
59813;5.54;572.15
59814;6.45;927.23
59815;7.7;429.2
59816;4.37;969.59
59817;4.3;1390.63
59818;3.94;1177.74
59819;6.4;1396.49
59820;1.97;741.04
59821;5.87;343.67
59822;2.09;1016.45
59823;7.35;1366.79
59824;10.99;975.9
59825;10.6;551.48
59826;4.12;991.13
59827;8.8;1498.09
59828;9.81;776.23
59829;9.28;1149.06
59830;2.99;537.47
59831;10.42;387.82
59832;0.73;530.39
59833;2.23;358.98
59834;2.75;1307.16
59835;3.27;1163.75
59836;4.12;1483.67
59837;4.05;162.26
59838;2.8;953.77
59839;11.34;439.15
59840;6.52;875.35
59841;6.56;483.1
59842;4.34;1105.97
59843;0.3;892.54
59844;5.22;497.54
59845;5.57;505.06
59846;9.49;1347.57
59847;3.07;1206.04
59848;8.95;1221.64
59849;3.11;841.67
59850;5.29;368.7
59851;4.0;1316.7
59852;4.1;1392.79
59853;4.2;977.87
59854;10.85;1135.75
59855;5.05;764.69
59856;2.07;1342.74
59857;11.44;769.71
59858;8.67;1396.33
59859;8.03;1103.17
59860;5.1;303.05
59861;4.54;1079.15
59862;3.74;942.65
59863;1.85;1257.58
59864;1.48;1034.2
59865;5.53;310.64
59866;6.59;604.88
59867;8.16;1260.17
59868;7.77;658.55
59869;5.87;973.83
59870;3.19;595.76
59871;0.13;1007.8
59872;4.68;1175.04
59873;5.29;1322.34
59874;5.69;862.88
59875;0.96;493.96
59876;1.88;1372.33
59877;11.14;698.5
59878;0.98;977.2
59879;4.43;294.48
59880;3.02;1353.91
59881;1.92;757.43
59882;4.94;712.27
59883;11.61;701.79
59884;0.99;1168.33
59885;4.82;1248.36
59886;5.35;835.56
59887;3.26;187.76
59888;9.79;282.12
59889;3.84;377.82
59890;2.68;619.78
59891;3.29;939.08
59892;3.03;933.79
59893;11.84;1401.73
59894;0.13;1469.08
59895;9.58;301.34
59896;1.82;854.32
59897;0.79;952.53
59898;6.81;1323.92
59899;3.59;1296.55
59900;7.19;1269.13
59901;1.97;789.38
59902;8.81;288.83
59903;8.25;1371.92
59904;5.34;175.47
59905;0.76;927.31
59906;6.56;268.86
59907;11.41;1393.74
59908;4.8;210.21
59909;6.38;875.24
59910;10.76;447.61
59911;3.09;1145.99
59912;9.88;365.19
59913;9.41;408.09
59914;10.05;1319.88
59915;11.57;1455.43
59916;0.11;838.61
59917;10.42;1258.56
59918;11.67;1110.91
59919;2.0;401.97
59920;3.01;1363.87
59921;3.45;216.06
59922;6.02;1462.0
59923;2.09;1287.08
59924;10.85;1070.36
59925;10.97;1388.17
59926;3.48;220.45
59927;2.29;485.27
59928;3.97;1237.26
59929;7.28;246.93
59930;7.73;817.82
59931;10.55;1367.42
59932;11.83;536.66
59933;3.58;1491.85
59934;5.35;484.65
59935;10.44;1025.24
59936;0.35;1350.66
59937;2.03;1433.83
59938;4.14;872.66
59939;0.58;677.33
59940;2.95;1034.03
59941;4.77;1175.54
59942;9.77;1163.03
59943;11.76;466.81
59944;2.27;667.96
59945;9.58;628.57
59946;9.81;1376.13
59947;4.74;1174.93
59948;3.24;1201.3
59949;2.41;211.52
59950;0.71;1362.8
59951;2.45;1441.84
59952;11.89;193.93
59953;10.47;842.99
59954;3.85;576.03
59955;5.03;419.73
59956;6.25;585.03
59957;7.1;666.23
59958;7.68;1306.57
59959;10.72;1156.07
59960;11.12;622.68
59961;9.03;666.32
59962;10.82;1075.34
59963;7.62;1060.58
59964;1.88;284.31
59965;0.52;724.99
59966;11.08;1235.08
59967;7.45;795.47
59968;9.67;1018.12
59969;2.6;1219.36
59970;6.23;268.67
59971;4.54;364.41
59972;7.56;620.46
59973;7.68;1492.37
